"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL184238";"URB-597";"1";"338.41";"0";"3.87";"URB597";"NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1";"FC";"'='";"3.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4187628";"Time dependent inhibition of human recombinant soluble epoxide hydrolase expressed in baculovirus-infected High Five cells S9 fraction pre-incubated for 10 to 70 mins before CMNPC substrate addition by fluorescence based assay relative to untreated control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184221";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None"
"CHEMBL556487";"";"0";"389.46";"0";"3.58";"2f";"O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccncc3)no2)CC1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"19.32";"0.35";"3.94";"8.94";"False";"CHEMBL1051704";"Inhibition of human sEH in HEK293 cells assessed as conversion of 14,15-epoxyeicosatrienoic acid to 14,15-dihydroepoxyeicosatrienoic acid";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152451";"1";"Scientific Literature";"J. Med. Chem.";"2009";"CHEMBL3307715"
"CHEMBL1336";"SORAFENIB";"4";"464.83";"1";"5.55";"BDBM16673";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"IC50";"'='";"12.0";"nM";"7.92";"";"301030";"UO_0000065";"17.04";"0.34";"2.37";"8.58";"False";"CHEMBL3705981";"sEH Assay: See reference (Jones, P. D.; Wolf, N. M.; Morisseau, C.; Whetstone, P.; Hock, B.; Hammock, B. D. Anal. Biochem. 343:66-75; 2005) for sEH assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638864";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3946854";"";"0";"388.85";"0";"4.55";"BDBM158482";"O=C(Nc1ccc(Cl)cc1)NC1CCC(Oc2ccc(C(=O)O)cc2)CC1";"IC50";"'='";"5.5";"nM";"8.26";"";"301036";"UO_0000065";"21.24";"0.42";"3.71";"9.42";"False";"CHEMBL3705981";"sEH Assay: See reference (Jones, P. D.; Wolf, N. M.; Morisseau, C.; Whetstone, P.; Hock, B.; Hammock, B. D. Anal. Biochem. 343:66-75; 2005) for sEH assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638864";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3922552";"";"0";"437.85";"1";"5.74";"BDBM158483";"N#Cc1ccc(OC2CCC(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)cc1";"IC50";"'='";"14.6";"nM";"7.84";"";"301037";"UO_0000065";"17.90";"0.36";"2.10";"10.57";"False";"CHEMBL3705981";"sEH Assay: See reference (Jones, P. D.; Wolf, N. M.; Morisseau, C.; Whetstone, P.; Hock, B.; Hammock, B. D. Anal. Biochem. 343:66-75; 2005) for sEH assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638864";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL3629070";"";"0";"491.61";"1";"7.00";"38";"CCOP(=O)(OCC)C(Nc1ccc(COC(=O)C23CC4CC(CC(C4)C2)C3)cc1)C(C)(C)C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3631996";"Inhibition of recombinant human sEH expressed in baculovirus infected insect Sf9 cells using CMNPC as substrate assessed as 6-methoxy-2-naphthadehyde level after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627639";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308860"
"CHEMBL3629068";"";"0";"504.65";"2";"6.96";"36";"CCOP(=O)(OCC)C(Nc1ccc(CNC(=O)CC23CC4CC(CC(C4)C2)C3)cc1)C(C)(C)C";"IC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"17.28";"0.34";"1.76";"11.38";"False";"CHEMBL3631996";"Inhibition of recombinant human sEH expressed in baculovirus infected insect Sf9 cells using CMNPC as substrate assessed as 6-methoxy-2-naphthadehyde level after 10 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627639";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308860"
"CHEMBL3617996";"";"0";"564.54";"3";"-2.04";"5";"C[C@@H]1O[C@@H](OCc2cc(O)c3c(c2)[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cccc(O)c2C3=O)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"20200.0";"nM";"4.70";"";"";"UO_0000065";"8.32";"0.16";"6.73";"2.07";"False";"CHEMBL3620669";"Inhibition of sEH (unknown origin) using PHOME as substrate assessed as formation of 6-methoxy-2-naphthaldehyde measured during 1 hr by fluorescence photometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616406";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL3617996";"";"0";"564.54";"3";"-2.04";"5";"C[C@@H]1O[C@@H](OCc2cc(O)c3c(c2)[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cccc(O)c2C3=O)[C@H](O)[C@H](O)[C@H]1O";"Inhibition";"'='";"86.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3620668";"Inhibition of sEH (unknown origin) using PHOME as substrate assessed as formation of 6-methoxy-2-naphthaldehyde at 100 uM measured during 1 hr by fluorescence photometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616406";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL1258220";"";"0";"291.35";"0";"1.91";"BDBM50327835";"CCC(=O)N1CCC(NC(=O)Nc2ccc(O)cc2)CC1";"IC50";"'='";"15.0";"nM";"7.82";"";"377026";"UO_0000065";"26.85";"0.51";"5.91";"9.58";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL1257634";"";"0";"381.38";"0";"2.13";"BDBM25745";"CS(=O)(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1";"IC50";"'='";"2.9";"nM";"8.54";"";"377052";"UO_0000065";"22.39";"0.47";"6.41";"9.73";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL1257880";"";"0";"536.58";"1";"4.78";"BDBM50327856";"CN(C)c1cccc2c(S(=O)(=O)N3CCC(NC(=O)Nc4ccc(OC(F)(F)F)cc4)CC3)cccc12";"IC50";"'='";"0.8";"nM";"9.10";"";"377056";"UO_0000065";"16.95";"0.34";"4.32";"10.00";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL2397139";"";"0";"425.57";"0";"4.00";"BDBM50436435";"CNC(=O)c1ccc(O[C@H]2CC[C@H](NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1";"IC50";"'='";"0.5";"nM";"9.30";"";"301039";"UO_0000065";"21.86";"0.41";"5.30";"11.71";"False";"CHEMBL3705981";"sEH Assay: See reference (Jones, P. D.; Wolf, N. M.; Morisseau, C.; Whetstone, P.; Hock, B.; Hammock, B. D. Anal. Biochem. 343:66-75; 2005) for sEH assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638864";"37";"BindingDB Database";"";"2015";"None"
"CHEMBL2313197";"";"0";"457.60";"0";"3.18";"7-14";"Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(N4CCOCC4)cc3)CC2)c(C)c1";"IC50";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"14.43";"0.28";"3.42";"8.36";"False";"CHEMBL2318866";"Inhibition of human sEH assessed as 6-methoxy-2-naphthaldehyde generation preincubated for 10 before addition of cyano(2-methyl-oxynaphthalen-6-yl)methyl trans-(3-phenyloxyran-2-yl) methyl carbonate by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311251";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL4096637";"";"0";"325.41";"0";"3.54";"23";"CC(C)(C)c1ccc(C(=O)NCc2ccc(CC(=O)O)cc2)cc1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"14.44";"0.27";"1.16";"7.08";"False";"CHEMBL4019416";"Inhibition of recombinant human sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4069036";"";"0";"325.41";"0";"4.17";"32";"CC(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C(=O)O)cc1";"Inhibition";"'='";"37.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL566315";"OBETICHOLIC ACID";"4";"420.63";"1";"5.11";"1a; OCA; 6alpha-ethyl-CDCA";"CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O";"Inhibition";"'='";"29.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019482";"Inhibition of sEH in human HepG2 cells assessed as NF-kappaB mRNA expression at 1 uM after 8 to 16 hrs by SYBR green based qRT-PCR analysis relative to DMSO control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL1258449";"";"0";"309.80";"0";"2.86";"BDBM50327815";"CCC(=O)N1CCC(NC(=O)Nc2cccc(Cl)c2)CC1";"IC50";"'='";"21.0";"nM";"7.68";"";"377033";"UO_0000065";"24.78";"0.50";"4.82";"12.50";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL2348400";"";"0";"313.26";"0";"-1.70";"6a";"O=c1[nH]c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc2o1";"Inhibition";"'='";"45.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2353533";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde at 10 ug/ml after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2348394";"";"0";"336.28";"0";"1.80";"5e";"O=c1[nH]c2c(OS(=O)(=O)c3ccccc3[N+](=O)[O-])cccc2o1";"Inhibition";"'='";"36.13";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2353533";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde at 10 ug/ml after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2348395";"";"0";"336.28";"0";"1.80";"5f";"O=c1[nH]c2c(OS(=O)(=O)c3cccc([N+](=O)[O-])c3)cccc2o1";"Inhibition";"'='";"31.61";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2353533";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde at 10 ug/ml after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2348396";"";"0";"336.28";"0";"1.80";"5g";"O=c1[nH]c2c(OS(=O)(=O)c3ccc([N+](=O)[O-])cc3)cccc2o1";"Inhibition";"'='";"28.82";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2353533";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde at 10 ug/ml after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL3327067";"";"0";"371.40";"0";"3.86";"7";"CC[C@H](C)C(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1";"T1/2";"'='";"0.3717";"hr";"";"";"";"UO_0000032";"";"";"";"";"False";"CHEMBL3361516";"Inhibition of human recombinant soluble epoxide hydrolase assessed as half-life of enzyme-inhibitor complex by FRET-based ACPU displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351722";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL3327068";"";"0";"371.40";"0";"3.86";"8";"CC(C)CC(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1";"Ki";"'='";"0.49";"nM";"9.31";"";"";"UO_0000065";"25.07";"0.49";"5.45";"15.15";"False";"CHEMBL3361515";"Inhibition of human recombinant soluble epoxide hydrolase by FRET-based ACPU displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351722";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL3327066";"";"0";"371.40";"0";"3.86";"6";"CCC(C)C(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1";"Ki";"'='";"0.37";"nM";"9.43";"";"";"UO_0000065";"25.40";"0.50";"5.57";"15.35";"False";"CHEMBL3361515";"Inhibition of human recombinant soluble epoxide hydrolase by FRET-based ACPU displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351722";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL568445";"";"0";"304.27";"1";"5.10";"6a";"FC(F)(F)c1ccc(Nc2cc(-c3ccccc3)on2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL430175";"";"0";"251.29";"0";"3.40";"6i";"c1ccc(Cc2nnc(Nc3ccccc3)o2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL568223";"";"0";"294.30";"1";"5.06";"7b";"FC(F)(F)c1ccc(Nc2nsc3ccccc23)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"19.04";"0.38";"0.54";"22.48";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL2397148";"";"0";"438.40";"0";"4.80";"t-TUCB";"O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1";"T1/2";"'='";"0.2683";"hr";"";"";"";"UO_0000032";"";"";"";"";"False";"CHEMBL3361516";"Inhibition of human recombinant soluble epoxide hydrolase assessed as half-life of enzyme-inhibitor complex by FRET-based ACPU displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351722";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL1257518";"";"0";"455.39";"0";"3.13";"BDBM50327852";"O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)c2cc(O)c(O)c(O)c2)CC1";"IC50";"'='";"0.5";"nM";"9.30";"";"377051";"UO_0000065";"20.42";"0.40";"6.17";"7.08";"False";"CHEMBL3888169";"Fluorescent Based Assay: IC50 values were determined using a sensitive fluorescent based assay (Anal. Biochem. 2005, 343, 66-75). Cyano(2-methoxynaphthalen-6-yl)methyl trans-(3-phenyl-oxyran-2-yl)methyl carbonate (CMNPC) was used as the fluorescent substrate. Human sEH (1 nM) or murine sEH (1 nM) was incubated with the inhibitor for 5 min in pH 7.0 Bis-Tris/HCl buffer (25 mM) containing 0.1 mg/mL of BSA at 30° C. prior to substrate introduction ([S]=5 μM). Activity was determined by monitoring the appearance of 6-methoxy-2-naphthaldehyde over 10 minutes by fluorescence detection with an excitation wavelength of 330 nm and an emission wavelength of 465 nm.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886192";"37";"BindingDB Database";"";"2016";"None"
"CHEMBL3765559";"";"0";"399.37";"1";"5.00";"24";"O=C(O)c1ccc(-c2ccc(C(=O)NCc3ccccc3C(F)(F)F)cc2)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"16.95";"0.32";"1.77";"10.20";"False";"CHEMBL3768766";"Inhibition of human recombinant sEH using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763124";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None"
"CHEMBL2436571";"";"0";"468.33";"1";"5.43";"19";"O=C(Nc1ccc(Cl)cc1Cl)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1";"IC50";"'='";"115.0";"nM";"6.94";"";"";"UO_0000065";"14.82";"0.31";"1.51";"13.18";"False";"CHEMBL2437612";"Inhibition of human recombinant sEH using cyano(6-methoxy-naphthalen-2-yl)methyl trans-[(3-phenyloxiran-2-yl)methyl]carbonate after 20 to 45 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434828";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2436568";"";"0";"501.88";"2";"5.80";"16";"O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCC2(CCN(C(=O)c3c(F)cccc3F)CC2)C1";"IC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"17.85";"0.36";"3.16";"17.02";"False";"CHEMBL2437612";"Inhibition of human recombinant sEH using cyano(6-methoxy-naphthalen-2-yl)methyl trans-[(3-phenyloxiran-2-yl)methyl]carbonate after 20 to 45 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434828";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL3327080";"";"0";"386.41";"0";"4.20";"23";"CC[C@H](C)C(=O)N1CCC(CC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1";"Ki";"'='";"11.2";"nM";"7.95";"";"";"UO_0000065";"20.58";"0.40";"3.75";"13.56";"False";"CHEMBL3361515";"Inhibition of human recombinant soluble epoxide hydrolase by FRET-based ACPU displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351722";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None"
"CHEMBL3263290";"";"0";"526.81";"2";"6.36";"1d";"O=C(NCCCCCCCCNC(=O)NCC12CC3CC(CC(C3)C1)C2)NCC12CC3CC(CC(C3)C1)C2";"IC50";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"15.45";"0.29";"1.78";"9.89";"False";"CHEMBL3270578";"Inhibition of recombinant human soluble epoxide hydrolase using CMNPC as substrate preincubated for 5 mins followed by substrate addition measured at 5 mins post substrate addition by fluorescence assay in presence of 0.1 mg/mL BSA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259769";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None"
